"Date","Price","Open","High","Low","Vol.","Change %"
"09/13/2024","60,546.0","58,139.0","60,670.0","57,640.0","2.62K","4.14%"
"09/12/2024","58,139.0","57,342.0","58,560.0","57,336.0","2.39K","1.39%"
"09/11/2024","57,342.0","57,659.0","57,994.0","55,554.0","3.02K","-0.55%"
"09/10/2024","57,659.0","57,059.0","58,042.0","56,406.0","1.88K","1.06%"
"09/09/2024","57,052.0","54,866.0","58,018.0","54,587.0","2.65K","3.98%"
"09/08/2024","54,866.0","54,147.0","55,306.0","53,636.0","1.24K","1.33%"
"09/07/2024","54,147.0","53,955.0","54,839.0","53,731.0","1.05K","0.36%"
"09/06/2024","53,955.0","56,158.0","56,984.0","52,546.0","2.94K","-3.92%"
"09/05/2024","56,158.0","57,956.0","58,315.0","55,649.0","1.49K","-3.10%"
"09/04/2024","57,956.0","57,493.0","58,518.0","55,615.0","2.08K","0.93%"
"09/03/2024","57,424.0","59,133.0","59,803.0","57,402.0","1.48K","-2.89%"
"09/02/2024","59,133.0","57,310.0","59,411.0","57,131.0","1.64K","3.18%"
"09/01/2024","57,310.0","58,967.0","59,060.0","57,205.0","1.65K","-2.81%"
"08/31/2024","58,967.0","59,113.0","59,431.0","58,751.0","0.74K","-0.25%"
"08/30/2024","59,113.0","59,365.0","59,899.0","57,721.0","2.04K","-0.42%"
"08/29/2024","59,365.0","59,025.0","61,180.0","58,770.0","2.51K","0.58%"
"08/28/2024","59,024.0","59,427.0","60,212.0","57,866.0","2.78K","-0.72%"
"08/27/2024","59,452.0","62,852.0","63,236.0","58,090.0","2.54K","-5.41%"
"08/26/2024","62,852.0","64,262.0","64,502.0","62,826.0","1.46K","-2.20%"
"08/25/2024","64,268.0","64,174.0","65,103.0","63,825.0","0.92K","0.15%"
"08/24/2024","64,173.0","64,085.0","64,506.0","63,594.0","1.16K","0.14%"
"08/23/2024","64,085.0","60,383.0","64,977.0","60,354.0","3.47K","6.13%"
"08/22/2024","60,383.0","61,159.0","61,416.0","59,774.0","1.93K","-1.27%"
"08/21/2024","61,159.0","59,012.0","61,838.0","58,816.0","2.51K","3.64%"
"08/20/2024","59,012.0","59,497.0","61,424.0","58,553.0","2.57K","-0.82%"
"08/19/2024","59,497.0","58,430.0","59,631.0","57,844.0","2.05K","1.83%"
"08/18/2024","58,430.0","59,487.0","60,271.0","58,430.0","1.38K","-1.78%"
"08/17/2024","59,487.0","58,883.0","59,704.0","58,828.0","0.91K","1.03%"
"08/16/2024","58,883.0","57,557.0","59,841.0","57,104.0","2.95K","2.30%"
"08/15/2024","57,557.0","58,697.0","59,851.0","56,163.0","3.24K","-1.94%"
"08/14/2024","58,697.0","60,620.0","61,772.0","58,456.0","3.03K","-3.17%"
"08/13/2024","60,620.0","59,362.0","61,600.0","58,469.0","2.87K","2.12%"
"08/12/2024","59,362.0","58,725.0","60,687.0","57,681.0","3.41K","1.11%"
"08/11/2024","58,713.0","60,952.0","61,868.0","58,315.0","1.50K","-3.67%"
"08/10/2024","60,952.0","60,849.0","61,476.0","60,270.0","1.02K","0.17%"
"08/09/2024","60,849.0","61,699.0","61,740.0","59,571.0","2.24K","-1.38%"
"08/08/2024","61,699.0","55,136.0","62,713.0","54,751.0","3.88K","11.90%"
"08/07/2024","55,136.0","56,053.0","57,730.0","54,568.0","3.99K","-1.68%"
"08/06/2024","56,077.0","53,996.0","57,058.0","53,983.0","3.77K","3.85%"
"08/05/2024","53,996.0","58,142.0","58,280.0","49,586.0","8.24K","-7.12%"
"08/04/2024","58,135.0","60,672.0","61,073.0","57,213.0","2.39K","-4.18%"
"08/03/2024","60,672.0","61,420.0","62,151.0","59,841.0","1.82K","-1.22%"
"08/02/2024","61,420.0","65,293.0","65,548.0","61,170.0","3.48K","-5.93%"
"08/01/2024","65,293.0","64,612.0","65,568.0","62,233.0","2.89K","1.05%"
"07/31/2024","64,612.0","66,171.0","66,814.0","64,507.0","1.63K","-2.36%"
"07/30/2024","66,171.0","66,780.0","66,983.0","65,302.0","1.56K","-0.91%"
"07/29/2024","66,780.0","68,264.0","70,016.0","66,445.0","2.36K","-2.17%"
"07/28/2024","68,264.0","67,892.0","68,298.0","67,064.0","0.86K","0.55%"
"07/27/2024","67,892.0","67,921.0","69,400.0","66,637.0","1.88K","-0.04%"
"07/26/2024","67,917.0","65,796.0","68,214.0","65,712.0","1.79K","3.22%"
"07/25/2024","65,796.0","65,376.0","66,135.0","63,439.0","2.02K","0.64%"
"07/24/2024","65,380.0","65,944.0","67,112.0","65,121.0","1.80K","-0.85%"
"07/23/2024","65,943.0","67,562.0","67,776.0","65,452.0","2.42K","-2.40%"
"07/22/2024","67,562.0","68,158.0","68,485.0","66,583.0","2.38K","-0.87%"
"07/21/2024","68,158.0","67,155.0","68,364.0","65,835.0","1.88K","1.49%"
"07/20/2024","67,155.0","66,705.0","67,617.0","66,284.0","1.19K","0.67%"
"07/19/2024","66,705.0","63,964.0","67,466.0","63,303.0","3.11K","4.29%"
"07/18/2024","63,964.0","64,091.0","65,106.0","63,227.0","1.53K","-0.20%"
"07/17/2024","64,091.0","65,081.0","66,129.0","63,890.0","1.88K","-1.52%"
"07/16/2024","65,081.0","64,769.0","65,402.0","62,446.0","3.20K","0.48%"
